skippy-31.wav,Well not exactly. She does not know the fragments belong to a particular Thornton and ship. She can't even determine the ship was a stock area.
skippy-32.wav,Plus since we captured the Dutchman that ship has flown through a whole lot of radiation and micrometeorites that have altered the hole's original composition.
skippy-33.wav,Yeah well the kitties were very interested in learning what the hell happened there. They scoured that area also. And well we left some pieces of the ship behind there because the Dutchman was damaged by passing through the wormhole.
skippy-34.wav,Don't worry. The kitties still can't identify the ship that collapsed that wormhole but Elliot was able to determine the Thornton.
skippy-35.wav,Whole fragments at the battle site are from the same saran and ship that was involved in the wormhole collapsed. Um maybe and maybe not the Dutchman contains not only surrounding hardware.
skippy-36.wav,It also has bits and pieces of multiple ships. We took from the junkyard and the Roach motel Elliot's AI is flabbergasted.
skippy-37.wav,They're sent us sweep found particles from ships of eleven different species in the battle space. They have no idea what to make of the data. I wouldn't say that.
skippy-38.wav,Um you know how when the star team conducts training outside the ship they put on mech suits and go through an airlock. You also know how when a drop ship launches the docking Bay is depressurized before the doors open.
skippy-39.wav,When people go outside in mech suit or drop ships launch the outsides of those things are coated with a fine layer of human DNA moving around or drop ships using thrusters or just the solar wind knocks DNA particles off and deposits them on the hall.
skippy-4.wav,No no Joe they don't. Along with human DNA they found biological evidence of eight other species including Saarinen Chris Stang and boss Farokh Elliot's report listed the finding of human DNA.
skippy-40.wav,As a curiosity she does not suspect humans were involved. She would probably dismiss that notion as ridiculous only at the sites of battles where Valkyries hole was struck by enemy fire.
skippy-41.wav,In most of our battles we were not touched by enemy weapons at all. Yes ilium absolutely confirmed that two Maxalt ships were destroyed at the battle site and she was able to identify the debris.
skippy-42.wav,He has the two ships that were going to worth that part of the evidence matches the story we planted to frame the birds. She also found the decoy debris we planted and she does not know we left that debris to frame the bus for rock. So the evidence is inconclusive.
skippy-43.wav,She is questioning how much of the story we planted is true because clearly some evidence she found contradicts parts of the story.
skippy-44.wav,Yes this Elliot is very persistent. She will not stop until she has answers. While at the time I thought the ghost ship attacks were a fullest risk.
skippy-45.wav,You took because you couldn't think of anything better to do. I now believe those attacks are our best protection with their fleet tied up responding to us.
skippy-46.wav,They don't have resources for looking deeper into evidence at the battle sites in Elliot's report. She speculated that the ghost ship is actually controlled by the render Lou although she has no evidence to support her suspicion.
skippy-47.wav,Attacked by the ghost ship by leading the kitties away from the truth that can only be good for us right?
skippy-48.wav,No those destroyers were looking for where our ship jumped to not investigating a crime scene. The nanoscale sensor gear used by Elliott is very specialized equipment.
skippy-49.wav,Most warships don't carry that kind of gear for now. We don't need to worry. The site of our thirteenth battle has been declared a no fly zone by the max salts.
skippy-5.wav,Their ships have been ordered to avoid the area. Yes I recommend we take Valkyrie and close to a star with the shields deactivated. Before we take the ship into combat again a few seconds of close exposure to intense solar radiation will incinerate most of the DNA off the hall.
skippy-50.wav,Before a drop ships launch we can flood the docking Bay with ultraviolet radiation do the same Timex suits and airlocks plus give them X suits a good chemical scrubbing before they go outside.
skippy-51.wav,I know that this is a time consuming pain in the ass and the crew will hate. All right from the relay station I learned the entire galaxy is talking about two subjects right now.
skippy-52.wav,The ghost ship that is making the back salts look like fools should see how the kid are trying to deny the whole thing. We are driving them crazy Joe.
skippy-53.wav,Hey dumb dumb. I told you you need to read my summary of the legions death prep. Mission Perkins knows the importance of the Legion.
skippy-54.wav,It's not ten or fifty or a hundred thousand human troops. It's the millions of vert Gris who could potentially be added to the combat power of the Rahar. Emily Perkins has got the whole galaxy in an uproar.
skippy-55.wav,Every one is frightened that the strategic math might change. Adding the vert Chris to the Rojas strength of arms not only the hamsters against their traditional enemy that Mustang it could have long-term effects on the balance of power across the galaxy.
skippy-56.wav,Traditionally civilian populations have been relocated when control of a planet changes from one side to another or those civilians are used as hostages to get a better deal on a world.
skippy-57.wav,The conquerors prefer. The birds are the largest group of aliens living under the control of a foreign power and the only group of significant size that has renounced affiliation with the official government of their species.
skippy-58.wav,There are Rojas living under control of the Christian but those Rouhani remained loyal to their own people.
skippy-59.wav,At least in spirit the Verde's just by fighting alongside Rahar on Fresno have threatened to upset the social arrangements that have been enforced for thousands of years. No one knows how to respond and everyone is anxious about it.
skippy-6.wav,The threat to the humans on Rikers is not what they might do but what could be done to them after the Legion unexpectedly won the fight on Fresno that's horrendous and we're concerned.
skippy-60.wav,Then the bus for rock were forced to pull out of their joint offensive with the Thornton because the max salts are beating the crap out of the bird brains.
skippy-61.wav,Now the little green pin heads have panicked. Their position is weakened. They no longer have help from the boss for rock and the Maxalt so demanding the Doran and pushed the giraffe the back which they can't do by themselves.
skippy-62.wav,The last thing that they're gonna need now is for their Christian clients to be thrown into even more disarray. If support from the alien Legion allows the Rouhani to stage a major offensive from the relay station.
skippy-63.wav,I learned that the Brennan have asked the Maxalt for permission to stay Gerade on paradise to hit the humans there.
skippy-64.wav,The Thornton rightly see humans as the key to the alien Legion without the presence of human Neff soldiers the Ruaha public would never agree to provide the vert. Kris with weapons and training the logic is hit paradise hard enough and the alien Legion problem goes away.
skippy-65.wav,Fortunately for you NEF the max salts are concerned about the Thornton and committing warships to an operation against paradise because the giraffe though would certainly respond and retaliate.
skippy-66.wav,Very good Joe that's close to the truth. The Thornton don't trust the Mustangs skill in biotechnology. So they are negotiating to buy the humans.
skippy-67.wav,They will be transported off Rikers to a random research base and then use to develop a bio weapon. Well yes and no. Yes you are correct. No way. Could the Thornton get away with delivering a bio weapon?
skippy-68.wav,The render Lou would respond even if it took them months or years to investigate and move their lazy asses. No because the surrounding are clever and they're getting help from their asshole patrons the little green pinheads plan to cause a mutation of the vaccine I developed.
skippy-69.wav,All humans on paradise had been vaccinated and almost all Rue hall around that world also happens when I tried to dumb something down for you.
skippy-7.wav,Yes numbskull the vaccine is gone. My treatment for humans was not just some simple vaccine that generates crude antibodies. My technique used gene splicing to alter their DNA.
skippy-70.wav,So their DNA looked for the pathogen and then cranks out a cure. What I should have said is the Thornton plan to hijack my alteration to make the DNA produce a fatal mutation.
skippy-71.wav,I hate to say this but the plan is quite clever and they probably have the ability to do it. Maybe I should have anticipated that someone might use my technology for nefarious purposes.
skippy-8.wav,It's too late. Now if humans on paradise begin dying everyone will blame the miraculous vaccine that was provided by an unknown source.
skippy-9.wav,That vaccine was manufactured by the rule har and voluntarily used by humans. They won't be a violation of the rules. It's a technicality but those are important in this war. Bottom line is the Thornton could get away with it.
